Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,Coordination,Last update,On-air,Downlink Tone,Coverage,Links,Web links,Affiliate,IRLP,Notes,Nets,Grid,EchoLink,AllStar,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Commands,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,Local Network,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,N. Colorado,Worldwide English,Mountain Reg USA,Wyoming,WyLOCAL
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,212.3,W,yes,147.08,147.68,136.5,Wayne,On-Air,Sinbad Desert ARC,"Closed autopatch, remote base.",UVHFS,yes,,,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Full-time to the  Sinbad Desert (SDARC) System .,http://sdarc.us/repeaters/mt-ellen.html,,3270,11,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,213.6,SE,yes,444.4,449.4,100,Mora,Off-Air,Mora ARC,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.26,0.6,,N7PQD,Duchense,UT,OPEN,,216,WNW,yes,147.26,147.86,,Duchesne,On-Air,Borderline ARC,5,UVHFS,yes,,,"Tabby mountain and nearby communities including Duchesne, Roosevelt, and Vernal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,218.6,NW,yes,147.28,147.88,107.2,Duchesne,On-Air,AD7ZW,Autopatch,UVHFS,yes,,107.2,,,http://ad7zwrepeater.xyz,,3205,,,,458414,,,,,,,,,,,,,,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,WB7CBS,Altamont,UT,OPEN,,218.7,NW,yes,146.74,146.14,100,Duchesne,Off-Air,,Autopatch.,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,yes,224.5,222.9,88.5,Carbon,,College of Eastern Utah ARC,5,UVHFS,yes,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,88.5,K7GX,"Price, Wood Hill",UT,OPEN,EI,221.1,WNW,yes,147.2,147.8,88.5,Carbon,On-Air,,,UVHFS,yes,,,,,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,yes,145.43,144.83,88.5,Carbon,,,5,UVHFS,yes,Unknown,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,,K7GX,"Price, Wood Hill",UT,OPEN,EI,221.1,WNW,yes,448.3,443.3,,Carbon,,,,UVHFS,yes,Unknown,,,,,,3270,,,,64264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.3,-5,88.5,W7CEU,"Price,  Wood Hill",UT,OPEN,,221.1,WNW,yes,448.3,443.3,88.5,Carbon,,College of Eastern Utah ARC,,UVHFS,yes,Unknown,,Price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,227.5,E,yes,145.4,144.8,88.5,Washington,On-Air,Colorado Connection,,CCARC,yes,,123,Northeastern plains of Colorado.,Full-time to the  Colorado Connection System .,,,,Part of the Colorado Connection system of repeaters,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,227.5,E,yes,448.175,443.175,,Morgan,On-Air,W0FT,,CCARC,yes,,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7LEN,Window Rock,NM,OPEN,,230.1,SSW,yes,145.29,144.69,123,McKinley,Off-Air,NARC,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,N7RUG,"Rock Springs, Aspen Mountain",WY,OPEN,,230.8,NNW,yes,146.61,146.01,100,Sweetwater,On-Air,Sweetwater RACES,Autopatch.,WRCG,yes,,,Wide area: SW Wyoming,,http://wy7u.angelfire.com,,,,Sun at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,100,WY7U,"Rock Springs, Aspen Mountain",WY,OPEN,E,230.8,NNW,yes,146.94,146.34,100,Sweetwater,On-Air,Sweetwater ARC,,WRCG,yes,,,Wide area.,Full-time to the  HERC System .,,,,,,,357388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.6,-5,100,WA7VHF,"Page, Navajo Mountain",UT,OPEN,,235.9,WSW,yes,448.6,443.6,100,San Juan,On-Air,Utah VHF Society,,UVHFS,yes,,,Wide Area.,"Full-time to  
        448.87500 (W7ARA) at Flagstaff, Mt. Elden, AZ .
 


Full-time to the  Intermountain Intertie System .",http://utahvhfs.org/snowlink.html,Intermountain Intertie,,,UVHFS: Tue at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,NA7DB,"Page (az), Navajo Mountain",UT,OPEN,,239.3,WSW,yes,448.75,443.75,100,San Juan,On-Air,,10,UVHFS,yes,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,239.3,WSW,yes,449.925,444.925,100,San Juan,On-Air,Lake Powell ARG,10,UVHFS,yes,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,239.3,WSW,yes,146.96,146.36,100,San Juan,On-Air,KE7OZE,,UVHFS,yes,,,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",,,Intermountain Intertie,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,241.5,WNW,yes,147.34,147.94,136.5,Uintah,On-Air,Borderline Amateur Radio Club,,UVHFS,yes,,,Wide area.,"Full-time to  
        147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",,Roosevelt Junior High School Amateur Radio Club,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,,WA0JTB,"Sterling, CO",CO,OPEN,,244.6,NE,yes,145.295,144.695,,Logan,On-Air,NECARA,"Autopatch, e-power.",CCARC,yes,,,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.635,0.6,100,WY7BV,"Mountain View, Hickey Mtn",WY,OPEN,,248,NW,yes,144.635,145.235,100,Uinta,Off-Air,Bridger Valley Amateur Radio Club,,,yes,,,I-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,248.5,NE,yes,147.165,147.765,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,E-power.,WRCG,yes,,,,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,100,WA7GIE,"Roosevelt, Mirror Lake",UT,OPEN,,258.1,NW,yes,147.38,147.98,100,Duchesne,On-Air,,,UVHFS,yes,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,K7JL,"Evanston, Medicine Butte",WY,OPEN,,286.1,NW,yes,146.86,146.26,100,Uinta,On-Air,Utah VHF Society,,WRCG,yes,,,Wide area: Southwestern Wyoming including Kemmerer and Evanston.,"Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",http://www.utahvhfs.org/snowlink.html,Intermountain Intertie,,8,Utah VHF Society Tuesday: 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
