Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Last update,Sponsor,Features,Links,Coordination,Affiliate,EchoLink,IRLP,Web links,Notes,Grid,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,D-STAR Enabled,Node,Sources,Feed,Location Photo,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,Worldwide,North America,Local/Cluster,Denver Regional,Commands,P25 Digital Enabled,NAC,Default Reflector,Talkgroup Network,Northern Colorado,English,Europe,TAC 310,DCI Bridge,Southwest USA,WIRES-X,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA
146.895,-0.6,103.5,KE0AE,Stratton,CO,OPEN,E,217.5,NE,yes,146.895,146.295,103.5,,Kit Carson,On-Air,,,yes,Big Sandy ARC,,,CCARC,,830619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,221.5,NW,yes,447,442,107.2,,Garfield,On-Air,Wide area.,,yes,,8,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,222.1,NNE,yes,448.2,443.2,,,Morgan,On-Air,,,yes,,Mixed Mode,Full-time to the  Colorado TRBO System .,CCARC,NEAHR,,,Rocky Mountain Ham Radio,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,yes,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
145.43,-0.6,162.2,KD5SAR,Zuni,NM,OPEN,,234.5,SW,yes,145.43,144.83,162.2,,McKinley,On-Air,Wide are: Southern McKinley County.,,yes,MCARES,Closed autopatch.,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.175,-5,CC7,W0FT,Akron,CO,OPEN,,234.5,NE,yes,448.175,443.175,,,Morgan,On-Air,,,yes,W0FT,,,CCARC,Rocky Mountain Ham Radio,,,http://www.rmham.org/,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.4,-0.6,88.5,KB0VJJ,Akron,CO,OPEN,,234.5,NE,yes,145.4,144.8,88.5,123,Washington,On-Air,Northeastern plains of Colorado.,,yes,Colorado Connection,,Full-time to the  Colorado Connection System .,CCARC,,,,,Part of the Colorado Connection system of repeaters,,"Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.2625,-5,CC7,N0SZ,"Rangely, Cathedral Bluffs",CO,OPEN,,240.2,NW,yes,445.2625,440.2625,,,Rio Blanco,On-Air,,,yes,RMHAM,,,,,,,https://www.rmham.org,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,242.7,SE,yes,443.0125,448.0125,,,Moore,On-Air,,,yes,,,,,,,,http://www.dmr-marc.net/,Time Slot #2 - Group Call 10 = West Texas Local,,,yes,14,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,1,1,2,,,,,,Lonestar,,1,,1,1,,,,,,,,,2,1,2
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,242.7,SE,yes,444.35,449.35,88.5,,Moore,On-Air,40,,yes,,350,Full-time to the  Caprock Intertie System .,TVHFS,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,136.5,W7BAR,"Vernal, Uintah County EOC",UT,OPEN,I,262.4,NW,yes,449.9,444.9,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,yes,Borderline Amateur Radio Club,,,,,,7705,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,264.7,SE,yes,146.94,146.34,88.5,,Potter,On-Air,Amarillo and points north.,,yes,Panhandle Amateur Radio Club,,,TVHFS,ARRL,,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,
444.425,5,,N5LTZ,Black,TX,CLOSED,,265,SE,yes,444.425,449.425,,,Parmer,,,,yes,,,,TVHFS,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,136.5,W7BYU,Vernal,UT,OPEN,,266.1,NW,yes,449.7,444.7,136.5,,Uintah,,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,yes,W7BYU,8,,UVHFS,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,136.5,W7BYU,Roosevelt,UT,OPEN,E,266.1,NW,yes,146.92,146.32,136.5,,Duchesne,Off-Air,"Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,yes,,E-power.,,UVHFS,,458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,136.5,W7BAR,"Vernal, Blue Mountain",UT,OPEN,EI,266.1,NW,yes,147.1,147.7,136.5,,Uintah,On-Air,"Wide area: Vernal, Roosevelt, Duchesne and other Uintah basin communities.",,yes,""">Borderline ARC","Autopatch, e-power.","Full-time to  
        147.34000 (KG7DSO) at Vernal, Tabby Mountain, UT .",UVHFS,,458414,3577,,8,,,,,,,,,,,,,,,,,,,,,,"IRLP: No access code, bring up your node by it's node no. and bring it down with a 73.",,,,,,,,,,,,,,,,,,,,
147.34,0.6,88.5,W5WX,Amarillo,TX,OPEN,,269.5,SE,yes,147.34,147.94,,,Randall,On-Air,,,yes,Panhandle Amateur Radio Club,,,TVHFS,ARRL,,,,,,PARC Before Dark Net: Weekdays 17:30.,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,,269.5,SE,yes,444.475,449.475,,,Randall,On-Air,,,yes,Panhandle Amateur Radio Club,,,TVHFS,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,88.5,N5LTZ,Canyon,TX,OPEN,,277.1,SE,yes,443.65,448.65,88.5,,Randall,On-Air,,,yes,,400,,TVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
