Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
444.8,5,77,N5BOP,Des Moines,NM,OPEN,string,170.4,SE,string,444.8,449.8,77,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Union,Off-Air,Sierra Grande Repeater Club,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,Wide area.,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,string,170.4,SE,string,146.85,146.25,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Union,Off-Air,Sierra Grande RC,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,Wide area.,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,string,174.1,SW,string,146.85,146.25,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,Totah ARC,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,100,Closed autopatch.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449,-5,100,K5WY,Farmington,NM,OPEN,string,174.1,SW,string,449,444,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,undefined,K5WY,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,E-power.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Unknown,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147,0.6,100,KB5ITS,Farmington,NM,OPEN,string,174.1,SW,string,147,147.6,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,"Autopatch, e-power.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,string,174.1,SW,string,146.76,146.16,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,undefined,string,undefined,undefined,undefined,undefined,http://www.sjcham.com,NMFCC,undefined,undefined,100,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,string,174.1,SW,string,53.01,52.01,131.8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,KB5ITS,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444.15,5,string,KF5VBF,Farmington,NM,OPEN,string,174.2,SW,string,444.15,449.15,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,San Juan County,string,string,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,undefined,undefined,DV only,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,string,174.2,SW,string,442.325,447.325,string,string,1,string,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",undefined,undefined,San Juan,On-Air,undefined,string,undefined,undefined,undefined,undefined,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,undefined,undefined,undefined,AZ-TRBONET,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,1,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,1,2,undefined,undefined,2,undefined,2,2,undefined,undefined
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,string,174.2,WNW,string,447,442,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Garfield,On-Air,undefined,string,undefined,undefined,undefined,undefined,undefined,CCARC,undefined,Wide area.,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1291.7,-20,string,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,string,175.4,SW,string,1291.7,1271.7,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,San Juan,On-Air,San Juan County,string,string,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,NMFCC,undefined,undefined,undefined,DV only,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,177.1,N,string,147.015,147.615,146.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",string,undefined,undefined,undefined,undefined,http://www.uwyo.edu/uarc/,undefined,undefined,Albany County,undefined,undefined,undefined,undefined,undefined,82070,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,Open ↑ / Open ↓,Yes; analog capable.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,string,179.6,W,string,146.76,146.16,88.5,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Grand,On-Air,Sinbad Desert ARC,string,undefined,undefined,undefined,undefined,http://www.sdarc.us/repeaters/bald.html,UVHFS,undefined,Moab and immediate surroundings.,undefined,undefined,undefined,undefined,8,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,string,179.8,W,string,449.1,444.1,107.2,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Grand,On-Air,Grand Mesa Repeater Association (GMRA),string,undefined,undefined,undefined,undefined,GMRA Repeaters,UVHFS,undefined,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",107.2,8,undefined,RACES Wed. 1930 hours,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,string,180.3,SSW,string,147.24,147.84,67,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Sandoval,On-Air,string,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,Wide area.,undefined,9,Full-time to the  Mega-Link System .,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,string,180.7,SSW,string,145.49,144.89,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Rio Arriba,On-Air,Totah ARC,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,Closed autopatch.,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,string,181.4,SSW,string,145.175,144.575,141.3,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Sandoval,Off-Air,NMEMA ARC,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,string,182.5,S,string,146.88,146.28,CSQ,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Los Alamos,On-Air,Los Alamos ARC,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,string,CSQ,undefined,undefined,LAARC: Sun at 2000.,Located on the Barranca Mesa water tower.,undefined,undefined,undefined,undefined,undefined,undefined,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,183.3,S,string,442,447,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Los Alamos,On-Air,KA5BIW,string,undefined,undefined,undefined,undefined,http://ka5biw.com/ham_radio/repeater.php,undefined,undefined,undefined,undefined,Linked with 224.04 KA5BIW,undefined,undefined,undefined,87566,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,string,183.3,S,string,224.04,222.44,100,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Los Alamos,On-Air,KA5BIW,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,100,undefined,undefined,undefined,linked with 442.0 KA5BIW,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
442.425,5,string,NM5WR,Los Alamos,NM,OPEN,string,183.6,S,string,442.425,447.425,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Los Alamos,On-Air,undefined,string,string,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",undefined,undefined,undefined,undefined,30,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,string,183.6,S,string,444.775,449.775,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,Los Alamos,On-Air,WD9CMS,string,undefined,undefined,undefined,undefined,undefined,NMFCC,undefined,Los Alamos and surrounding areas,undefined,E-power.,undefined,undefined,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,string,293,string,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
