Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update,Coverage,Web links,Downlink Tone,Notes,Affiliate,Links,EchoLink,AllStar,Grid,Nets,Feed,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Southern Colorado,Location Photo,D-STAR Enabled,Node,Sources,YSF Digital Enabled,DG-ID,Mixed-Mode,WIRES-X,On-air,Commands,Worldwide,North America,Local/Cluster,Talkgroup Network,Denver Regional,Northern Colorado,Local Network,P25 Digital Enabled,NAC,Default Reflector,English,Europe,TAC 310,DCI Bridge,Southwest USA,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Texas,COMM 1,Texas/Oklahoma Regional USA,Amarillo WIRES-X,N. Colorado,NORCAL 1,NORCAL 5150,Local or Reflector,UA English 1,UA English 2,CAL 1,Hytera USA,Parrott,Audio Test
147.1,0.6,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,195.4,SW,yes,147.1,147.7,100,Sandoval,On-Air,Sandoval Co ARES,"E-power, remote base, Linked to 443.100 and 147.080.",,NMFCC,yes,,http://www.nmscares.org,100,,,"Full-time to  
        443.00000 (NM5RR) at Rio Rancho, Rainbow, NM .",,27749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,100,NM5RR,"Rio Rancho, Rainbow",NM,OPEN,A,195.4,SW,yes,443,448,100,Sandoval,On-Air,Sandoval Co ARES,E-power.,,NMFCC,yes,Rio Rancho and parts of Santa Fe.,http://www.nmscares.org,,,RACES.,"Full-time to  
        147.10000 (NM5RR) at Rio Rancho, Rainbow, NM .",,27750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.4,5,CC4,KG5SLG,"Rio Rancho, NM 528 and Corrales Rd",NM,OPEN,,195.6,SSW,yes,442.4,447.4,,Sandoval,On-Air,,"Brandmeister, DMR CC 4, D-Star, Fusion",,NMFCC,yes,"Rio Rancho, Bernalillo,Albuquerque and plus Northeast heights of Albuquerque",,,Dmr color code 4,,,,,,,,yes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.7,5,100,K5CPU,"Rio Rancho, Intel Corp",NM,OPEN,,195.9,SSW,yes,444.7,449.7,100,Sandoval,On-Air,New Mexico Intel Emergency Amateur Service,E-power.,,NMFCC,yes,Albuquerque and vicinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.85,5,103.5,KC0QIZ,Albuquerque,NM,OPEN,EI,196.1,SSW,yes,443.85,448.85,103.5,Bernalillo,On-Air,KC0QIZ,,3818,NMFCC,yes,,,,,,,881226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.58,-1.6,100,KH6JTM,Albuquerque,NM,OPEN,,196.6,SSW,yes,224.58,222.98,100,Bernalillo,On-Air,KH6JTM,"Autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.32,0.6,100,K5LXP,Albuquerque,NM,OPEN,,197,SSW,yes,147.32,147.92,100,Bernalillo,On-Air,K5LXP,20,,NMFCC,yes,,K5LXP Repeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,88.5,N5LTZ,Dumas,TX,OPEN,,197.3,SE,yes,444.35,449.35,88.5,Moore,On-Air,,350,,TVHFS,yes,40,,,,Caprock Intertie,Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.2,5,88.5,N5LTZ,Amarillo,TX,OPEN,,231.8,SE,yes,444.2,449.2,88.5,Potter,On-Air,,,,TVHFS,yes,,,88.5,350,"Randall County ARES-RACES, Caprock Intertie",Full-time to the  Caprock Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,,N5LTZ,Amarillo,TX,OPEN,,233.4,SE,yes,146.92,146.32,,Randall,,CRII,"E-power, linked.",,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,5,,N5LTZ,Amarillo,TX,CLOSED,,233.4,SE,yes,443.5,448.5,,Potter,,,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,88.5,N5LTZ,Canyon,TX,OPEN,,240.1,SE,yes,443.65,448.65,88.5,Randall,On-Air,,400,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,88.5,N5LTZ,Pampa,TX,OPEN,,256.4,SE,yes,444.4,449.4,88.5,Gray,On-Air,,Linked.,,TVHFS,yes,,Caprock Intertie,,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,88.5,N5LTZ,Wayside,TX,OPEN,,266,SE,yes,444.575,449.575,88.5,Armstrong,On-Air,,Linked,,TVHFS,yes,,Caprock Intertie,,,Caprock Intertie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0125,5,CC14,KD5ROK,Dumas,TX,OPEN,,197.3,SE,yes,443.0125,448.0125,,Moore,On-Air,,,,,yes,,http://www.dmr-marc.net/,,Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,yes,14,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  Full-Time    North America  1  3      English  1  13  PTT    TAC 310  1  310  PTT    DCI Bridge  1  3100  Full-Time    Texas  1  3148      COMM 1  1  3777215      Local/Cluster  2  2  Full-Time    Texas  2  3148  PTT    Texas/Oklahoma Regional USA  2  3175  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,1,2,Lonestar,,,,,,,1,,1,1,,,,,,,2,1,2,,,,,,,,,,,
146.13125,-0.6,CC14,KD5ROK,"Borger, NW Well Field",TX,OPEN,,241.8,SE,yes,,"a 
          The downlink frequency has been calculated based on the band plan. If the frequency is incorrect, please update the downlink record.",,Hutchinson,On-Air,,TS1 AMA-WIRES-X,,,yes,45,,,,Brandmister,,,,,,,yes,14,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Amarillo WIRES-X  1  31485  Full-Time    Local/Cluster  2  2  Full-Time    Texas  2  3148  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,
147.36,0.6,100,KB5XE,Albuquerque,NM,OPEN,,198.3,SSW,yes,147.36,147.96,100,Bernalillo,Off-Air,KB5XE,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,199.1,WSW,yes,449,444,100,San Juan,,K5WY,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,199.1,N,yes,447.725,442.725,131.8,Larimer,On-Air,W7RF,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,199.2,WSW,yes,444.15,449.15,,San Juan,On-Air,San Juan County,DV only,,,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,200,WSW,yes,1291.7,1271.7,,San Juan,On-Air,San Juan County,DV only,,NMFCC,yes,,,,,,,,,,,,,,,,,,,yes,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,162.2,NM5HD,Rio Rancho,NM,OPEN,I,199.2,SSW,yes,145.37,144.77,162.2,Sandoval,On-Air,Adrian Miura,,7706,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,146.2,KD5MHQ,Albuquerque,NM,OPEN,,199.5,SSW,yes,146.74,146.14,146.2,Bernalillo,On-Air,KD5MHQ,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,CC1,N5GU,"Albuquerque, Southeast",NM,OPEN,,199.9,SSW,yes,444.6,449.6,,Bernalillo,On-Air,Drew J. Riedle,TS 1 Talk Groups *91 World wide *93 North America *3100 USA Nation wide TS 2 Talk Groups *310 TAC 310 *3135 New Mexico State wide *3176 Southwest Region USA,,NMFCC,yes,Albuquerque area,http://brandmeister.network/?page=repeater&amp;id=313509,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,N5GU,Albuquerque,NM,OPEN,,200.1,SSW,yes,147.38,147.98,,Bernalillo,On-Air,ED&amp;DREW,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.465,0,88.5,W5MHG,Albuquerque,NM,OPEN,EA,200.6,SSW,yes,147.465,147.465,88.5,Bernalillo,On-Air,,,,,yes,,http://www.w5mhg.com,,,,,465010,28239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,200.7,N,yes,1283.55,1263.55,100,Larimer,On-Air,K1TJ Repeater System,,,CCARC,yes,Northern Colorado Front Range,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,200.7,N,yes,447.45,442.45,123,Larimer,On-Air,,,,CCARC,yes,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,200.7,N,yes,446.7375,441.7375,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,,CCARC,yes,Wide area: North Front Range.,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,Repeater ID: 310803,,,,,,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,yes,2,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,,,,,,,1,1,2,,,,,,,,1,,1,,,,,,,,,,,,2,,,,,,,,,
223.9,-1.6,,KB5UGU,Albuquerque,NM,OPEN,E,201.1,SSW,yes,223.9,222.3,,Bernalillo,On-Air,,"E-power (solar), Autopatch, Remote base.",,,yes,,,,,,,87120,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.65,-25,151.4,KC5ZXW,Albuquerque,NM,OPEN,,201.4,SSW,yes,927.65,902.65,151.4,Bernalillo,Off-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,100,KC5ZXW,"Albuquerque, Southeast",NM,OPEN,,201.6,SSW,yes,444.1,449.1,100,Bernalillo,On-Air,,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,CC1,NM5SH,Albuquerque,NM,OPEN,,201.6,SSW,yes,443.65,448.65,,Bernalillo,On-Air,NM5SH,Brandmeister,,NMFCC,yes,Albuquerque Metro,NM5SH QSL.net,,,,,,,DM65pd,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,210.7,WB5EZO,Albuquerque,NM,OPEN,,201.8,SSW,yes,927.7,902.7,210.7,Bernalillo,Off-Air,,"Closed autopatch, linked.",,,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,67,KF5ERC,Albuquerque,NM,OPEN,E,201.9,SSW,yes,146.92,146.32,67,Bernalillo,Off-Air,Mel Watkins,,,,yes,,,,,,,714941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,E,202.1,SSW,yes,146.72,146.12,100,Bernalillo,On-Air,K5CQH,7,,NMFCC,yes,Wide area. HT Accessible from Albuquerque,,127.3,,,,880130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,100,K5CQH,"Tijeras, Raven Road",NM,OPEN,,202.1,SSW,yes,224,222.4,100,Bernalillo,Off-Air,,,,NMFCC,yes,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.525,5,100,K5PRN,"Albuquerque, UNM Campus",NM,OPEN,,202.8,SSW,yes,442.525,447.525,100,Bernalillo,On-Air,KE5LOH,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,,W5URR,"Albuquerque, Op Center",NM,OPEN,,203.8,SSW,yes,449.45,444.45,,Bernalillo,On-Air,The Upper Rio FM Society,,,NMFCC,yes,,http://www.urfmsi.org,,,,,,,,,,,,,,,,,yes,W5URR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.5,-5,123,KE5XE,Albuquerque,NM,OPEN,,204,SSW,yes,443.5,438.5,123,Bernalillo,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.01,0,,W5SCA,"Albuquerque, Sandia Crest",NM,OPEN,,204,SSW,yes,145.01,145.01,,Bernalillo,,Sandoval County Amateur Radio Emergency Service,Packet node W5SCA-11,,,yes,wide-area,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,205.2,NW,yes,449.5,444.5,107.2,Mesa,Off-Air,Grand Mesa Repeater Association (GMRA),E-power.,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,227.2,WNW,yes,449,444,,Mesa,On-Air,KB0SW,,,CCARC,yes,,,107.2,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,206.1,NW,yes,146.76,146.16,107.2,Garfield,Off-Air,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,CCARC,yes,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,243117,,DM69cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,71.9,KB5VPZ,"McIntosh, McIntosh Post office west",NM,OPEN,E,206.5,SSW,yes,447.275,442.275,71.9,Torrance,On-Air,KB5VPZ,E-power (Solar and Wind). Linkable to other sites.,,,yes,All Torrance County. South Hwy 14 from Raven Rd. to Hwy 55. Hwy 55 to Hwy 60. Hwy 60 to Encino Hwy 42 to Corona,,71.9,Usually Linked to 146.720 and Sandia Crest wait for courtesy beeps,,,943044,,,,,,,,,,,,,,,,,,,,# then node number to connect #then 73 disconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,209.4,W,yes,146.79,146.19,127.3,Montezuma,On-Air,KD5LWU,,,CCARC,yes,,,127.3,,,,24336,29317,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,209.4,W,yes,449.175,444.175,127.3,Montezuma,Off-Air,KD5LWU,,,CCARC,yes,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,212.4,WNW,yes,446.9125,441.9125,,Mesa,On-Air,Bill Frost,,,,yes,"Grand Junction, I70",,,Brandmeister network,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,212.6,NE,yes,147.03,147.63,88.5,Sherman,Off-Air,Sherman County Amateur Radio Club (SCARE),,3769,,yes,I-70,SCARE on Facebook,,This is the highest (above sea level) amateur repeater in Kansas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,141.3,WA0OQA,Garden City,KS,OPEN,A,214.7,ESE,yes,146.91,146.31,141.3,Finney,On-Air,Sand Hills ARC,E-power.,,Kansas Repeater Council,yes,"Finney, Scott and Kearney counties.",,141.3,Linked full time to Scott City 146.700 and Lakin 146.985 repeaters.,,"Full-time to  
        146.70000 (WA0OQA) at Scott City, KS .",,48588,,Tue at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,WA0OQA,Scott City,KS,OPEN,A,215.2,E,yes,146.7,146.1,141.3,Scott,On-Air,Sand Hills ARC,E-power.,,Kansas Repeater Council,yes,"Scott, Finney and Kearny counties",,141.3,Comet GP-6 @ 125'.,,"Full-time to  
        146.91000 (WA0OQA) at Garden City, KS .",,48589,DM98,Tue at 20:30.,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.805,-0.6,103.5,W0KKS,Liberal,KS,OPEN,,215,ESE,yes,146.805,146.205,103.5,Seward,On-Air,Southern Plains ARC,Autopatch,,Kansas Repeater Council,yes,Local,http://spark-ks.org/,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,100,AB1Q,Isleta Pueblo,NM,OPEN,,215.8,SSW,yes,147.04,147.64,100,Bernalillo,Off-Air,AB1Q,,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.15,5,100,AB1Q,"Albuquerque, Isleta Pueblo",NM,OPEN,,215.9,SSW,yes,442.15,447.15,100,Bernalillo,Off-Air,AB1Q,Autopatch.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.82,-1.6,,WA5VJY,Albuquerque,NM,OPEN,,217.9,SSW,yes,223.82,222.22,,Bernalillo,Off-Air,NM 220 S,E-power.,,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,W0MI,"Scott City, K-Link",KS,OPEN,I,218,E,yes,444.95,449.95,100,Scott,On-Air,SHARC,"Linked to K-Link Repeater Network 
IRLP node 7356.",7356,,yes,Click for coverage map.  35 mi radius.,http://ks0lnk.net,100,"IRLP direct dial, 73 to disconnect. 
Please return to 9335 when finished.",,Full-time to the  K-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,220,WNW,yes,448.15,443.15,100,Mesa,On-Air,,,7963,CCARC,yes,,,,,,,312189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,227.2,WNW,yes,146.82,146.22,107.2,Mesa,On-Air,,,,CCARC,yes,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.2,5,88.5,KC5WBK,Spearman,TX,OPEN,,221.3,SE,yes,443.2,448.2,88.5,Hansford,On-Air,KY5C,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,,W5WDR,Stinnett,TX,OPEN,W,222.6,SE,yes,444.8,449.8,,Hutchinson,On-Air,Hutchinson County ARC,,,,yes,"Covers 55 mile radius of Borger, Texas (approximately).",,,Linked,Panhandle Emergency Radio Service,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,Golden Spread Amateur Information Net. Tuesdays 6:30 pm Central,,,,,,,,,,,,yes,Open ↑ / Open ↓,,21379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,88.5,W5WDR,Borger,TX,OPEN,W,232.3,SE,yes,147,147.6,88.5,Hutchinson,On-Air,Hutchinson County ARC,"E-Power, Linked",,,yes,,,88.5,,Panhandle Emergency Radio Service,"Full-time to  
        444.30000 (W5JTC) at Amarillo, TX .",,,,Golden Spread Amateur Information Net. TUE at 18:30 Central,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,21339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.4375,5,CC14,KE5CJ,Stinnett,TX,OPEN,,222.6,SE,yes,443.4375,448.4375,,Hutchinson,On-Air,,,,,yes,Wide Area,DMR MARC,,Time Slot #1 - Group Call 3 = DMR-MARC North America Time Slot #1 - Group Call 3777215= TRBO-6 Time Slot #1 - Group Call 3148= TX Statewide Time Slot #2 - Group Call 10 = West Texas Local,,,,,,,,yes,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.225,5.1,,N5CUL,Los Lunas,NM,OPEN,,223.1,SSW,yes,442.225,447.275,,Valencia,Off-Air,N5CUL,,,NMFCC,yes,Los Lunas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,100,WA5TSV,Los Lunas,NM,OPEN,,223.1,SSW,yes,444.125,449.125,100,Valencia,On-Air,Los Lunas ARA,"Closed autopatch, e-power.",,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,88.5,W5WX,Amarillo,TX,OPEN,,223.7,SE,yes,146.94,146.34,88.5,Potter,On-Air,Panhandle Amateur Radio Club,,,TVHFS,yes,Amarillo and points north.,,,,ARRL,,,,,Panhandle Amateur Information Net (PAIN): Sun at 20:00.,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,88.5,W5WX,Amarillo,TX,OPEN,,231,SE,yes,147.34,147.94,,Randall,On-Air,Panhandle Amateur Radio Club,,,TVHFS,yes,,,,,ARRL,,,,,PARC Before Dark Net: Weekdays 17:30.,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,88.5,W5WX,Amarillo,TX,OPEN,,231,SE,yes,444.475,449.475,,Randall,On-Air,Panhandle Amateur Radio Club,,,TVHFS,yes,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,107.2,KD0H,Steamboat Springs,CO,OPEN,,226.2,NNW,yes,147.21,147.81,107.2,Routt,On-Air,SSARC,"Linked, WX.",,CCARC,yes,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,100,KE5FYL,"Grants, La Mosca Peak",NM,OPEN,,226.6,SW,yes,444.95,449.95,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,,NMFCC,yes,Wide area.,,,,,"Full-time to  
        147.18000 (KE5FYL) at Grants, NM .",,,,,,,,,,,,,,,,yes,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KE5FYL,Grants,NM,OPEN,,241.8,SW,yes,147.18,147.78,100,Cibola,On-Air,Cibola County Amateur Radio Club,,,NMFCC,yes,,,100,PL 100.0 must but placed on both RX &amp; TX to avoid hearing Digital Traffic noise. linked to 444.950 La Mosca peak,,"Full-time to  
        444.95000 (KE5FYL) at Grants, La Mosca Peak, NM .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,CC1,KE5FYL,"Grants, Rogers Rock",NM,OPEN,,241.8,SW,yes,444.65,449.65,,Bernalillo,On-Air,Cibola County Amateur Radio Club,,,NMFCC,yes,Local,,,,,,,,,,,yes,1,,,,,,yes,KE5FYL (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,227.2,WNW,yes,145.22,144.62,107.2,Mesa,,KE0TY,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
